target_week_start,horizon,fips,county,state_abbr,rank,in_top50
2026-08-24,1wk,24017,Charles County,MD,416,False
2026-08-24,1wk,17089,Kane County,IL,501,False
2026-08-24,1wk,24013,Carroll County,MD,585,False
2026-08-24,1wk,24037,St. Mary's County,MD,708,False
2026-08-24,1wk,18155,Switzerland County,IN,1028,False
2026-08-24,4wk,42133,York County,PA,1,True
2026-08-24,4wk,42043,Dauphin County,PA,2,True
2026-08-24,4wk,42061,Huntingdon County,PA,7,True
2026-08-24,4wk,04013,Maricopa County,AZ,4,True
2026-08-24,4wk,53011,Clark County,WA,11,True
2026-08-24,4wk,10001,Kent County,DE,8,True
2026-08-24,4wk,42031,Clarion County,PA,61,False
2026-08-24,4wk,18121,Parke County,IN,84,False
2026-08-24,4wk,42097,Northumberland County,PA,23,True
2026-08-24,4wk,42055,Franklin County,PA,147,False
2026-08-24,4wk,39133,Portage County,OH,351,False
2026-08-24,4wk,42001,Adams County,PA,324,False
2026-08-24,4wk,42091,Montgomery County,PA,29,True
2026-08-24,4wk,42093,Montour County,PA,255,False
2026-08-24,4wk,36003,Allegany County,NY,15,True
2026-08-24,4wk,48113,Dallas County,TX,179,False
2026-08-24,4wk,24015,Cecil County,MD,275,False
2026-08-24,4wk,42005,Armstrong County,PA,424,False
2026-08-24,4wk,55043,Grant County,WI,114,False
2026-08-24,4wk,42041,Cumberland County,PA,242,False
2026-08-24,4wk,42021,Cambria County,PA,565,False
2026-08-24,4wk,12021,Collier County,FL,50,True
2026-08-24,4wk,42105,Potter County,PA,558,False
2026-08-24,4wk,55073,Marathon County,WI,381,False
2026-08-24,4wk,42015,Bradford County,PA,116,False
2026-08-24,4wk,42083,McKean County,PA,274,False
2026-08-24,4wk,42129,Westmoreland County,PA,489,False
2026-08-24,4wk,18177,Wayne County,IN,725,False
2026-08-24,4wk,24017,Charles County,MD,840,False
2026-08-24,4wk,17089,Kane County,IL,439,False
2026-08-24,4wk,39115,Morgan County,OH,539,False
2026-08-24,4wk,36011,Cayuga County,NY,910,False
2026-08-24,4wk,24013,Carroll County,MD,1970,False
2026-08-24,4wk,39053,Gallia County,OH,914,False
2026-08-24,4wk,36013,Chautauqua County,NY,682,False
2026-08-24,4wk,08014,Broomfield County,CO,459,False
2026-08-24,4wk,24037,St. Mary's County,MD,490,False
2026-08-24,4wk,23025,Somerset County,ME,638,False
2026-08-24,4wk,35061,Valencia County,NM,1149,False
2026-08-24,4wk,17041,Douglas County,IL,1205,False
2026-08-24,4wk,18155,Switzerland County,IN,1339,False
2026-08-24,4wk,21223,Trimble County,KY,1844,False
2026-08-24,4wk,21009,Barren County,KY,1033,False
2026-08-24,4wk,21135,Lewis County,KY,2849,False
2026-08-31,1wk,42063,Indiana County,PA,6,True
2026-08-31,1wk,39007,Ashtabula County,OH,8,True
2026-08-31,1wk,42031,Clarion County,PA,9,True
2026-08-31,1wk,42043,Dauphin County,PA,12,True
2026-08-31,1wk,21033,Caldwell County,KY,13,True
2026-08-31,1wk,39155,Trumbull County,OH,14,True
2026-08-31,1wk,36101,Steuben County,NY,15,True
2026-08-31,1wk,10001,Kent County,DE,19,True
2026-08-31,1wk,36003,Allegany County,NY,21,True
2026-08-31,1wk,42041,Cumberland County,PA,27,True
2026-08-31,1wk,42005,Armstrong County,PA,30,True
2026-08-31,1wk,42083,McKean County,PA,52,False
2026-08-31,1wk,42021,Cambria County,PA,89,False
2026-08-31,1wk,42001,Adams County,PA,98,False
2026-08-31,1wk,42093,Montour County,PA,160,False
2026-08-31,1wk,39053,Gallia County,OH,171,False
2026-08-31,1wk,21187,Owen County,KY,211,False
2026-08-31,1wk,36013,Chautauqua County,NY,221,False
2026-08-31,1wk,39115,Morgan County,OH,842,False
2026-08-31,1wk,18177,Wayne County,IN,897,False
2026-08-31,1wk,21009,Barren County,KY,1040,False
2026-08-31,1wk,17041,Douglas County,IL,1389,False
2026-09-07,1wk,13121,Fulton County,GA,9,True
2026-09-07,1wk,39083,Knox County,OH,10,True
2026-09-07,1wk,21047,Christian County,KY,13,True
2026-09-07,1wk,39067,Harrison County,OH,14,True
2026-09-07,1wk,12021,Collier County,FL,16,True
2026-09-07,1wk,17089,Kane County,IL,20,True
2026-09-07,1wk,42097,Northumberland County,PA,24,True
2026-09-07,1wk,39133,Portage County,OH,45,True
2026-09-07,1wk,36011,Cayuga County,NY,571,False
2026-09-07,1wk,35061,Valencia County,NM,1177,False
2026-09-14,1wk,39169,Wayne County,OH,2,True
2026-09-14,1wk,42093,Montour County,PA,7,True
2026-09-14,1wk,42055,Franklin County,PA,11,True
2026-09-14,1wk,42043,Dauphin County,PA,12,True
2026-09-14,1wk,42085,Mercer County,PA,14,True
2026-09-14,1wk,42035,Clinton County,PA,15,True
2026-09-14,1wk,42031,Clarion County,PA,18,True
2026-09-14,1wk,39157,Tuscarawas County,OH,23,True
2026-09-14,1wk,39115,Morgan County,OH,30,True
2026-09-14,1wk,42061,Huntingdon County,PA,72,False
2026-09-14,1wk,04013,Maricopa County,AZ,76,False
2026-09-14,1wk,42015,Bradford County,PA,104,False
2026-09-14,1wk,42091,Montgomery County,PA,116,False
2026-09-14,1wk,21223,Trimble County,KY,303,False
2026-09-14,1wk,55073,Marathon County,WI,308,False
2026-09-14,1wk,42037,Columbia County,PA,348,False
2026-09-14,1wk,23025,Somerset County,ME,925,False
2026-09-14,1wk,08014,Broomfield County,CO,965,False
2026-09-14,1wk,21135,Lewis County,KY,983,False
